,Time,CO2_sillburp,CO2_silli
672,170471.84170471842,22.590292517523288,17.33174567082072
673,170725.52004058854,22.554234616942814,17.30172673865532
674,170979.19837645863,22.51828522795676,17.27180974475417
675,171232.87671232875,22.482443865916828,17.241994242728023
676,171486.55504819888,22.446710049122025,17.212279788391516
677,171740.233384069,22.411083298715262,17.182665939788905
678,171993.91171993912,22.375563138757116,17.15315225716097
679,172247.59005580924,22.34014909610058,17.123738302893486
680,172501.26839167933,22.30484070046372,17.094423641588612
681,172754.94672754945,22.26963748432629,17.065207839972203
682,173008.62506341957,22.234538982978425,17.03609046692486
683,173262.3033992897,22.19954473447252,17.007071093455664
684,173515.98173515982,22.16465427955454,16.978149292687053
685,173769.66007102994,22.129867161762746,16.949324639855565
686,174023.33840690003,22.095182927262773,16.920596712294348
687,174277.01674277015,22.060601124941,16.891965089394354
688,174530.69507864027,22.026121306340023,16.863429352657885
689,174784.3734145104,21.99174302562562,16.83498908559935
690,175038.05175038052,21.95746583958516,16.80664387381192
691,175291.73008625064,21.923289307624298,16.778393304899055
692,175545.40842212073,21.889212991704486,16.750236968508293
693,175799.08675799085,21.855236456376606,16.722174456291047
694,176052.76509386097,21.821359268718883,16.694205361877287
695,176306.4434297311,21.787580998337866,16.666329280920277
696,176560.12176560122,21.753901217331496,16.63854581102297
697,176813.80010147134,21.720319500328884,16.61085455175841
698,177067.47843734146,21.68683542436684,16.58325510467545
699,177321.15677321155,21.65344856899773,16.555747073223333
700,177574.83510908167,21.620158516164196,16.52833006282323
701,177828.5134449518,21.586964850245312,16.5010036808117
702,178082.19178082192,21.553867158003424,16.473767536406786
703,178335.87011669204,21.520865028606316,16.446621240759598
704,178589.54845256216,21.487958053569493,16.419564406898466
705,178843.22678843225,21.455145826754723,16.392596649713326
706,179096.90512430237,21.422427944355455,16.365717586002223
707,179350.5834601725,21.389804004895474,16.338926834371634
708,179604.2617960426,21.357273609163705,16.312224015316175
709,179857.94013191274,21.324836360259614,16.285608751145773
710,180111.61846778286,21.292491863536274,16.25908066600497
711,180365.29680365295,21.260239726585183,16.23263938584965
712,180618.97513952307,21.228079559243575,16.206284538436428
713,180872.6534753932,21.196010973555012,16.180015753357296
714,181126.3318112633,21.16403358377544,16.153832661923218
715,181380.01014713343,21.132147006323112,16.127734897281282
716,181633.68848300356,21.100350859812192,16.10172209432806
717,181887.36681887365,21.06864476498443,16.07579388969496
718,182141.04515474377,21.037028344743653,16.049949921797587
719,182394.7234906139,21.005501224093468,16.024189830765817
720,182648.401826484,20.974063030178904,15.998513258454945
721,182902.08016235413,20.942713392185752,15.972919848473468
722,183155.75849822426,20.911451941434894,15.94740924608493
723,183409.43683409438,20.880278311270004,15.921981098308212
724,183663.11516996447,20.84919213710789,15.896635053826051
725,183916.7935058346,20.81819305638923,15.871370762987711
726,184170.4718417047,20.78728070858036,15.846187877862993
727,184424.15017757483,20.75645473513702,15.821086052142292
728,184677.82851344495,20.725714779541104,15.796064941178315
729,184931.50684931508,20.69506048721765,15.771124202001713
730,185185.18518518517,20.66449150558425,15.746263493232918
731,185438.8635210553,20.63400748399234,15.72148247516074
732,185692.5418569254,20.60360807372424,15.696780809675701
733,185946.22019279553,20.573292928020074,15.672158160274725
734,186199.89852866565,20.54306170198682,15.647614192073554
735,186453.57686453577,20.512914052667327,15.623148571759609
